code,name,enname,pct_chg_exact,limit_up_count,up_count,up_true_count,limit_up_used,open,high,low,close,pre_close,change,amplitude,vol,amount,sector,turnover_rate,volume_ratio,ma_3,pct_chg_3,ma_5,pct_chg_5,ma_10,pct_chg_10
300592,华凯创意,"Hunan Huakai Cultural and Creative Co., Ltd.",0.9,0,1,0,False,11.1,11.26,11.02,11.2,11.1,0.1,2.16,22917.0,25513.787,GEB,2.6431,0.49,11.24,-1.15,11.33,-0.18,11.93,-8.79
300607,拓斯达,"Guangdong Topstar Technology Co.,Ltd",0.53,0,1,2,False,41.85,42.31,41.01,41.61,41.39,0.22,3.14,8585.25,35746.866,GEB,1.1657,0.59,41.71,-1.09,41.82,4.6,41.52,0.87
300610,晨化股份,"Yangzhou Chenhua New Material Co.,Ltd.",2.12,0,1,0,False,11.82,12.45,11.68,12.07,11.82,0.25,6.51,29344.66,35633.431,GEB,5.8754,3.52,11.93,5.05,11.79,5.69,11.66,4.87
300618,寒锐钴业,"Nanjing Hanrui Cobalt Co., Ltd.",2.45,0,1,2,False,62.14,64.76,61.0,63.52,62.0,1.52,6.06,73701.49,466083.631,GEB,4.6182,1.09,62.56,2.85,62.19,10.74,60.04,7.48
300626,华瑞股份,"Huarui Electrical Appliance Co.,Ltd.",0.5,0,1,1,False,8.11,8.11,7.91,8.09,8.05,0.04,2.48,30940.4,24857.541,GEB,3.2133,1.07,8.1,2.28,8.02,3.72,7.94,4.93
300627,华测导航,Shanghai Huace Navigation Technology Ltd,0.12,0,1,1,False,17.22,17.45,17.02,17.19,17.17,0.02,2.5,9978.38,17197.435,GEB,0.9679,0.93,17.21,0.35,17.17,2.75,16.97,2.02
300664,鹏鹞环保,"Penyao Environmental Protection Co., Ltd.",0.78,0,1,0,False,11.45,11.64,11.35,11.57,11.48,0.09,2.53,23059.2,26581.6,GEB,0.6872,1.02,11.52,1.67,11.47,2.48,11.32,5.66
300685,艾德生物,"Amoy Diagnostics Co., Ltd.",0.28,0,1,1,False,72.91,73.44,69.59,71.7,71.5,0.2,5.38,21193.09,152014.728,GEB,2.3263,0.95,73.67,-6.38,74.8,-4.53,73.18,7.87
300687,赛意信息,"Guangzhou Sie Consulting Co., Ltd.",1.3,0,1,1,False,15.74,15.95,15.02,15.56,15.36,0.2,6.05,43587.73,67640.921,GEB,4.6158,2.24,15.44,1.5,15.36,4.29,15.15,3.94
300692,中环环保,"Anhui Zhonghuan Environmental Protection Technology Co.,Ltd",0.08,0,1,0,False,11.9,12.05,11.86,11.91,11.9,0.01,1.6,9881.5,11813.668,GEB,1.0187,1.02,11.98,-2.22,12.08,-1.08,12.19,-4.64
300697,电工合金,"Jiangyin Electrical Alloy Co., Ltd.",1.02,0,1,1,False,13.81,13.99,13.65,13.86,13.72,0.14,2.48,16740.5,23216.479,GEB,3.2193,1.04,13.83,-0.57,13.9,0.07,13.96,-2.12
300699,光威复材,"Weihai Guangwei Composites Co.,Ltd",2.25,0,1,2,False,38.3,39.16,37.18,39.06,38.2,0.86,5.18,43037.7,165315.837,GEB,1.3379,1.68,38.69,1.17,38.77,2.25,38.63,2.76
300701,森霸传感,"Senba Sensing Technology Co.,Ltd.",1.21,0,1,0,False,23.88,24.37,23.42,24.3,24.01,0.29,3.96,24921.0,59645.343,GEB,6.7583,0.74,24.28,-1.94,24.55,-2.13,24.19,7.47
300715,凯伦股份,"Jiangsu Canlon Building Materials Co.,Ltd.",0.98,0,1,0,False,21.44,21.98,21.22,21.69,21.48,0.21,3.54,8773.0,18965.136,GEB,2.2337,1.32,21.61,-0.23,21.78,-1.5,22.0,-2.03
300721,怡达股份,"Jiangsu Yida Chemical Co.,Ltd.",0.29,0,1,2,False,17.41,17.43,17.15,17.35,17.3,0.05,1.62,5999.26,10377.931,GEB,1.4281,0.7,17.38,0.0,17.39,1.28,17.3,0.99
300732,设研院,"Henan Provincial Communications Planning & Design Institute Co., Ltd",1.51,0,1,1,False,16.55,16.9,16.5,16.79,16.54,0.25,2.42,8707.68,14575.076,GEB,0.7376,1.28,16.67,1.63,16.64,2.57,16.57,1.02
300740,御家汇,"Yujiahui Co., Ltd.",0.38,0,1,0,False,7.98,8.15,7.92,8.02,7.99,0.03,2.88,36002.15,28981.02,GEB,1.804,0.78,8.09,-3.14,8.19,-3.14,8.27,-9.28
300745,欣锐科技,"Shinry Technologies Co.,Ltd",1.0,0,1,0,False,20.05,20.25,19.65,20.25,20.05,0.2,2.99,7864.8,15697.114,GEB,1.2247,0.74,20.27,0.0,20.34,1.35,20.3,-0.98
300746,汉嘉设计,"Hanjia Design Group Co.,Ltd.",1.62,0,1,2,False,13.0,13.35,12.81,13.2,12.99,0.21,4.16,14218.67,18641.885,GEB,2.256,1.03,13.11,0.53,13.17,0.23,13.14,0.08
300782,卓胜微,Maxscend Microelectronics Company Limited,0.14,0,1,2,False,409.02,418.49,398.1,408.5,407.91,0.59,5.0,16315.18,666327.313,GEB,6.5261,1.04,414.88,-6.52,424.89,-7.26,431.7,-1.64
300783,三只松鼠,Three Squirrels Inc.,1.5,0,1,0,False,55.86,57.77,53.5,57.38,56.53,0.85,7.55,40709.41,225644.552,GEB,9.9291,1.34,57.65,-8.31,59.71,-7.3,60.97,-9.06
300788,中信出版,Citic Press Corporation,1.51,0,1,0,False,46.97,47.98,45.7,47.85,47.14,0.71,4.84,11844.91,55737.946,GEB,2.4917,0.7,47.6,-2.45,48.23,0.04,48.13,-2.25
300789,唐源电气,"Chengdu TangYuan Electric Co.,Ltd.",0.29,0,1,0,False,79.24,80.6,76.75,80.2,79.97,0.23,4.81,11954.14,94070.301,GEB,10.3949,0.63,81.16,-7.19,82.54,-1.87,82.08,3.86
300792,壹网壹创,Hangzhou Onechance Tech Corp.,0.17,0,1,0,False,166.1,173.85,164.21,168.08,167.79,0.29,5.75,21295.47,360812.951,GEB,10.6477,0.69,169.6,-4.43,170.83,-0.3,167.66,0.41
600006,东风汽车,DongFeng Automobile Co.LT,0.69,0,1,0,False,4.33,4.38,4.31,4.37,4.34,0.03,1.61,51322.39,22331.498,SH,0.2566,0.98,4.36,0.23,4.35,2.1,4.34,0.23
600008,首创股份,"Beijing Capital Co., Ltd.",0.93,0,1,0,False,3.24,3.29,3.21,3.27,3.24,0.03,2.47,103098.38,33605.85,SH,0.1813,1.55,3.25,1.55,3.24,2.51,3.23,0.62
600009,上海机场,"Shanghai International Airport Co.,Ltd.",0.35,0,1,0,False,74.3,75.45,73.51,75.03,74.77,0.26,2.59,61606.25,459733.123,SH,0.5634,1.05,75.27,-1.75,75.65,-1.28,75.95,-3.56
600016,民生银行,"China Minsheng Banking Corp., Ltd.",1.64,0,1,2,False,6.1,6.18,6.08,6.18,6.08,0.1,1.64,651603.64,401039.86,SH,0.1837,1.55,6.11,1.64,6.11,0.65,6.12,0.82
600020,中原高速,"Henan Zhongyuan Expressway Co.,Ltd.",2.93,0,1,0,False,4.09,4.23,4.07,4.21,4.09,0.12,3.91,201155.0,83758.98,SH,0.8951,3.13,4.13,2.68,4.13,2.93,4.11,1.69
600025,华能水电,Huaneng Lancang River Hydropower Inc.,1.19,0,1,0,False,4.19,4.24,4.17,4.24,4.19,0.05,1.67,205720.45,86536.074,SH,0.2304,0.95,4.21,0.0,4.23,-0.7,4.28,-2.3
600028,中国石化,China Petroleum & Chemical Corporation,1.62,0,1,0,False,4.93,5.03,4.92,5.02,4.94,0.08,2.23,925608.81,462973.31,SH,0.0969,1.64,4.97,2.03,4.94,2.24,4.91,3.29
600029,南方航空,China Southern Airlines Company Limited,2.44,0,1,0,False,6.54,6.73,6.52,6.71,6.55,0.16,3.21,448919.18,299050.004,SH,0.5534,1.53,6.61,1.51,6.63,1.05,6.65,0.15
600030,中信证券,CITIC Securities Company Limited,0.6,0,1,2,False,21.58,21.66,21.41,21.62,21.49,0.13,1.16,469124.47,1011017.092,SH,0.478,0.78,21.58,-0.46,21.72,-1.23,21.8,-1.73
600031,三一重工,"Sany Heavy Industry Co.,Ltd.",3.04,0,1,0,False,14.46,14.99,14.45,14.91,14.47,0.44,3.73,890677.36,1323664.748,SH,1.0592,1.44,14.66,2.26,14.64,5.07,14.33,7.27
600033,福建高速,"Fujian Expressway Development Co.,Ltd",0.99,0,1,0,False,3.01,3.05,3.01,3.05,3.02,0.03,1.32,44840.37,13613.021,SH,0.1634,1.27,3.03,0.66,3.04,0.33,3.04,0.66
600035,楚天高速,"Hubei Chutian Smart Communication Co.,Ltd.",1.52,0,1,0,False,3.28,3.33,3.27,3.33,3.28,0.05,1.83,43173.4,14276.694,SH,0.283,1.35,3.3,0.6,3.31,0.91,3.31,-0.3
600036,招商银行,"China Merchants Bank Co., Ltd.",0.97,0,1,2,False,36.4,36.72,36.32,36.58,36.23,0.35,1.1,264162.58,966079.49,SH,0.1281,0.64,36.42,0.0,36.67,-2.45,36.86,-1.96
600052,浙江广厦,"Zhejiang Guangsha Co.,Ltd.",3.06,0,1,1,False,4.29,4.45,4.24,4.38,4.25,0.13,4.94,208902.25,90986.965,SH,2.3962,0.91,4.33,-1.57,4.37,3.06,4.34,2.1
600054,黄山旅游,"Huangshan Tourism Development Co.,Ltd.",1.13,0,1,0,False,8.87,8.97,8.83,8.97,8.87,0.1,1.58,17430.91,15542.266,SH,0.3396,1.75,8.91,1.13,8.89,1.82,8.89,0.79
600056,中国医药,"China Meheco Group Co., Ltd.",0.55,0,1,0,False,12.82,12.91,12.62,12.91,12.84,0.07,2.26,61325.33,78158.516,SH,0.5741,1.11,12.95,-1.38,13.05,-1.97,13.09,-1.22
600057,厦门象屿,"Xiamen Xiangyu Co., Ltd.",0.76,0,1,0,False,3.93,3.98,3.93,3.96,3.93,0.03,1.27,71964.75,28455.923,SH,0.3336,0.93,3.95,-0.25,3.97,-1.49,4.02,-3.88
600058,五矿发展,"Minmetals Development Co.,Ltd",2.71,0,1,0,False,7.37,7.58,7.36,7.57,7.37,0.2,2.99,31187.94,23426.046,SH,0.291,1.91,7.44,0.66,7.47,2.57,7.45,1.07
600059,古越龙山,"Zhejiang Guyuelongshan Shaoxing Wine Co.,Ltd",0.37,0,1,0,False,8.21,8.31,8.13,8.24,8.21,0.03,2.19,32551.05,26775.249,SH,0.4026,0.6,8.24,-0.48,8.26,0.49,8.08,6.05
600061,国投资本,"SDIC Capital Co., Ltd",1.44,0,1,0,False,11.83,12.08,11.83,12.0,11.83,0.17,2.11,82978.73,99352.567,SH,0.1988,1.87,11.89,1.18,11.9,0.84,11.9,-0.25
600063,皖维高新,"Anhui Wanwei Updated High-Tech Material Industry Co.,Ltd",3.56,0,1,1,False,3.38,3.49,3.36,3.49,3.37,0.12,3.86,146640.47,50457.141,SH,0.7614,1.68,3.43,2.95,3.41,4.49,3.39,2.65
600064,南京高科,Nanjing Gaoke Company Limited,1.1,0,1,2,False,9.12,9.24,9.11,9.2,9.1,0.1,1.43,56261.47,51664.872,SH,0.4552,1.45,9.14,0.66,9.15,1.1,9.15,0.33
600066,宇通客车,"Zhengzhou Yutong Bus Co.,Ltd.",0.83,0,1,0,False,14.4,14.6,14.16,14.52,14.4,0.12,3.06,110575.02,159035.148,SH,0.4994,0.9,14.46,0.14,14.52,-1.89,14.61,2.11
600067,冠城大通,"Citychamp Dartong Co.,Ltd.",1.31,0,1,0,False,3.83,3.9,3.81,3.88,3.83,0.05,2.35,16144.46,6255.95,SH,0.1082,1.24,3.85,0.78,3.85,1.31,3.85,0.0
600069,银鸽投资,"Henan Yinge Industrial Investment Co.,Ltd.",2.13,0,1,1,False,2.84,2.88,2.75,2.88,2.82,0.06,4.61,213379.27,60390.827,SH,1.314,0.8,2.87,-3.36,2.89,0.35,2.93,0.35
600070,浙江富润,"Zhejiang Furun Co.,Ltd",1.03,0,1,0,False,9.74,9.88,9.53,9.84,9.74,0.1,3.59,105442.6,102208.727,SH,2.3891,0.59,9.92,-3.15,9.95,4.02,9.81,-2.48
600075,新疆天业,"Xinjiang Tianye Co.,Ltd.",1.66,0,1,0,False,4.8,4.89,4.73,4.89,4.81,0.08,3.33,101678.39,48757.813,SH,1.0455,2.39,4.86,3.38,4.82,2.95,4.79,4.71
600076,康欣新材,"Kangxin New Materials Co.,Ltd",0.48,0,1,6,False,4.17,4.19,4.11,4.17,4.15,0.02,1.93,54452.0,22622.633,SH,0.5265,0.93,4.17,0.0,4.17,1.21,4.18,-4.14
600077,宋都股份,"Sundy Land Investment Co., Ltd",2.02,0,1,2,False,2.49,2.58,2.47,2.52,2.47,0.05,4.45,58832.84,14894.043,SH,0.439,2.16,2.49,2.02,2.49,1.2,2.51,0.4
600078,澄星股份,"Jiangsu Chengxing Phosph-Chemical Co.,Ltd",9.93,1,1,0,False,4.4,4.87,4.38,4.87,4.43,0.44,11.06,161097.64,76415.018,SH,2.4314,1.54,4.6,8.22,4.56,10.68,4.51,11.95
600082,海泰发展,"Tianjin Hi-Tech Development Co.,Ltd.",0.27,0,1,2,False,3.78,3.79,3.73,3.77,3.76,0.01,1.6,22907.54,8607.398,SH,0.3612,1.64,3.76,0.27,3.77,0.27,3.78,-0.79
600085,同仁堂,"Beijing Tongrentang Co.,Ltd",0.53,0,1,1,False,26.5,26.62,26.29,26.58,26.44,0.14,1.25,24070.68,63667.983,SH,0.1755,0.7,26.55,-1.04,26.69,-0.93,26.76,-1.08
600089,特变电工,"TBEA Co.,Ltd.",1.56,0,1,0,False,6.41,6.54,6.39,6.51,6.41,0.1,2.34,130667.64,84696.257,SH,0.3518,1.81,6.44,1.88,6.43,2.2,6.4,1.24
600090,同济堂,"XIN JIANG READY HEALTH INDUSTRY Co.,Ltd.",0.25,0,1,0,False,4.02,4.04,3.98,4.04,4.03,0.01,1.49,52935.44,21245.233,SH,0.3677,1.12,4.04,0.0,4.04,0.75,4.03,0.0
600096,云天化,"Yunnan Yuntianhua Co.,Ltd",2.58,0,1,1,False,5.06,5.26,4.96,5.16,5.03,0.13,5.96,99812.65,51227.658,SH,0.7554,2.12,5.09,1.98,5.08,3.2,5.05,2.79
600097,开创国际,"Shanghai Kaichuang Marine International Co.,Ltd.",0.94,0,1,1,False,9.59,9.65,9.46,9.63,9.54,0.09,1.99,7859.4,7524.275,SH,0.3473,0.57,9.65,-3.22,9.81,-4.65,9.93,-1.93
600098,广州发展,Guangzhou Development Group Incorporated,0.47,0,1,0,False,6.36,6.4,6.34,6.39,6.36,0.03,0.94,14944.48,9534.264,SH,0.0548,0.95,6.38,0.0,6.4,-0.62,6.41,0.95
600100,同方股份,"Tsinghua Tongfang Co.,Ltd.",0.13,0,1,1,False,8.09,8.1,7.93,7.99,7.98,0.01,2.13,243381.17,194559.351,SH,0.8212,1.55,8.01,-1.24,8.06,-0.62,8.05,0.5
600103,青山纸业,"Fujian Qingshan Paper Industry Co.,Ltd.",1.01,0,1,0,False,1.98,2.02,1.97,2.01,1.99,0.02,2.51,52903.26,10587.139,SH,0.2294,1.35,2.0,1.52,1.99,2.03,1.99,1.52
600104,上汽集团,SAIC Motor Corporation Limited,2.67,0,1,2,False,22.51,23.19,22.5,23.1,22.5,0.6,3.07,261685.68,599417.873,SH,0.2275,1.64,22.72,1.45,22.75,1.23,22.91,-1.28
600108,亚盛集团,"Gansu Yasheng Industrial (Group) Co.,Ltd",0.73,0,1,0,False,2.74,2.77,2.72,2.77,2.75,0.02,1.82,61326.81,16882.43,SH,0.315,0.93,2.76,-0.72,2.76,2.59,2.75,0.36
600109,国金证券,"Sinolink Securities Co., Ltd.",0.85,0,1,2,False,8.24,8.29,8.18,8.29,8.22,0.07,1.34,93209.83,76826.546,SH,0.3082,0.99,8.24,1.1,8.25,0.36,8.24,-0.6
600111,北方稀土,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",0.81,0,1,0,False,9.85,10.03,9.8,9.95,9.87,0.08,2.33,216325.88,215340.637,SH,0.5954,0.77,9.93,-2.26,9.97,2.37,9.8,0.51
600113,浙江东日,Zhejiang Dong Ri Limited Company,1.5,0,1,3,False,6.7,6.76,6.65,6.76,6.66,0.1,1.65,17915.55,12048.977,SH,0.4354,0.97,6.72,-0.59,6.78,-1.31,6.81,-1.31
600115,东方航空,China Eastern Airlines Corporation Limited,2.36,0,1,0,False,5.09,5.24,5.07,5.21,5.09,0.12,3.34,440106.25,227512.097,SH,0.4487,1.8,5.14,1.56,5.15,0.77,5.16,-0.38
600116,三峡水利,"Chongqing Three Gorges Water Conservancy and Electric Power Co.,Ltd.",0.13,0,1,0,False,7.67,7.79,7.53,7.71,7.7,0.01,3.38,49290.61,37770.624,SH,0.4964,0.88,7.7,0.26,7.69,4.47,7.55,4.05
600120,浙江东方,"Zhejiang Orient Financial Holdings Group Co., Ltd.",0.25,0,1,2,False,7.96,7.98,7.86,7.94,7.92,0.02,1.52,28184.82,22326.472,SH,0.2328,0.7,7.96,-1.85,8.04,-2.93,8.15,-3.41
600125,铁龙物流,"China Railway Tielong Container Logistics Co.,Ltd",1.81,0,1,0,False,5.51,5.63,5.49,5.63,5.53,0.1,2.53,66597.45,37189.431,SH,0.5101,0.88,5.58,0.36,5.57,3.68,5.55,-0.18
600126,杭钢股份,"Hangzhou Iron & Steel Co.,Ltd.",2.71,0,1,3,False,4.85,5.04,4.83,4.93,4.8,0.13,4.37,209488.7,103493.812,SH,0.6203,1.62,4.88,-1.0,4.95,-4.27,4.98,4.01
600127,金健米业,"Jinjian Cereals Industry Co.,Ltd.",0.26,0,1,0,False,3.76,3.81,3.72,3.8,3.79,0.01,2.37,54001.0,20394.133,SH,0.8414,0.5,3.82,-4.04,3.84,2.15,3.8,-1.3
600129,太极集团,"Chongqing Taiji Industry (Group) Co.,Ltd.",0.9,0,1,1,False,11.2,11.28,11.0,11.24,11.14,0.1,2.51,17238.98,19290.546,SH,0.317,0.78,11.27,-1.49,11.38,-2.35,11.47,-5.55
600132,重庆啤酒,"Chongqing Brewery Co.,Ltd.",0.02,0,1,0,False,50.9,51.49,49.37,50.91,50.9,0.01,4.17,22792.22,114976.188,SH,0.4709,0.83,51.18,-0.82,51.4,-0.86,50.34,13.11
600133,东湖高新,"Wuhan East Lake High Technology Group Co.,Ltd.",0.59,0,1,0,False,5.05,5.13,5.05,5.09,5.06,0.03,1.58,19860.19,10124.037,SH,0.2865,1.02,5.08,-0.2,5.09,0.59,5.09,0.2
600135,乐凯胶片,Lucky Film Company Limited,1.5,0,1,0,False,6.68,6.79,6.62,6.78,6.68,0.1,2.54,17965.37,12064.315,SH,0.4817,0.91,6.75,0.0,6.77,0.89,6.72,-0.59
600138,中青旅,"China CYTS Tours Holding Co.,Ltd.",0.43,0,1,0,False,11.59,11.67,11.45,11.67,11.62,0.05,1.89,45421.63,52577.411,SH,0.6275,1.05,11.68,0.09,11.72,0.09,11.74,-1.77
600141,兴发集团,"Hubei Xingfa Chemicals Group Co.,Ltd",2.29,0,1,0,False,9.55,9.95,9.55,9.84,9.62,0.22,4.16,74171.67,72749.128,SH,1.0393,1.27,9.73,0.61,9.73,4.68,9.69,0.2
600146,商赢环球,"Shangying Global Co., Ltd",3.64,0,1,2,False,14.34,15.05,13.72,14.81,14.29,0.52,9.31,139244.25,201450.987,SH,2.9628,0.79,14.47,0.82,14.77,-2.05,15.08,-19.47
600153,建发股份,XIAMEN C&D INC.,1.4,0,1,4,False,7.9,8.04,7.9,7.99,7.88,0.11,1.78,133251.24,106494.608,SH,0.47,1.33,7.94,2.04,7.9,3.23,7.83,0.25
600160,巨化股份,"Zhejiang Juhua Co.,Ltd",1.65,0,1,1,False,6.68,6.78,6.65,6.78,6.67,0.11,1.95,70950.58,47746.645,SH,0.2585,0.98,6.74,-0.15,6.76,-0.73,6.75,-0.59
600162,香江控股,"Shenzhen Heungkong Holding Co.,Ltd",1.35,0,1,0,False,2.22,2.27,2.22,2.26,2.23,0.03,2.24,113177.61,25411.561,SH,0.3798,1.95,2.24,1.8,2.23,2.26,2.23,1.8
600163,中闽能源,"Zhongmin Energy Co., Ltd.",1.23,0,1,2,False,3.25,3.29,3.21,3.28,3.24,0.04,2.47,36085.01,11714.156,SH,0.361,1.85,3.26,0.92,3.25,2.5,3.25,0.61
600166,福田汽车,"Beiqi Foton Motor Co.,Ltd.",1.05,0,1,0,False,1.89,1.94,1.88,1.92,1.9,0.02,3.16,346428.98,66231.584,SH,0.5269,1.46,1.91,2.13,1.9,2.13,1.9,-2.54
600168,武汉控股,"Wuhan Sanzhen Industry Holding Co.,Ltd",0.79,0,1,2,False,6.3,6.35,6.26,6.34,6.29,0.05,1.43,20980.82,13270.371,SH,0.2957,1.5,6.31,-0.47,6.34,-0.31,6.39,-2.91
600170,上海建工,"Shanghai Construction Group Co., Ltd.",1.47,0,1,2,False,3.4,3.46,3.4,3.44,3.39,0.05,1.77,242819.3,83500.885,SH,0.2861,2.24,3.41,0.88,3.41,1.47,3.4,1.78
600172,黄河旋风,"Henan Huanghe Whirlwind Co., Ltd",1.8,0,1,2,False,2.8,2.89,2.77,2.83,2.78,0.05,4.32,104199.62,29535.336,SH,0.877,1.58,2.8,2.17,2.79,4.81,2.76,1.8
600173,卧龙地产,"Wolong Real Estate Group Co.,Ltd.",0.61,0,1,0,False,4.93,5.12,4.93,4.98,4.95,0.03,3.84,26619.02,13274.531,SH,0.3804,1.32,4.98,-1.78,5.01,0.81,5.01,-0.8
600176,中国巨石,"China Jushi Co.,Ltd",1.5,0,1,2,False,9.38,9.81,9.38,9.5,9.36,0.14,4.59,361495.49,346199.695,SH,1.0322,1.19,9.41,0.53,9.4,4.97,9.15,8.57
600177,雅戈尔,"Youngor Group Co.,Ltd.",0.59,0,1,0,False,6.73,6.8,6.72,6.77,6.73,0.04,1.19,151717.09,102716.849,SH,0.3026,0.77,6.79,-3.42,6.88,-3.97,6.95,-0.73
600178,东安动力,"Harbin Dongan Auto Engine Co.,Ltd",0.91,0,1,0,False,4.4,4.45,4.35,4.44,4.4,0.04,2.27,17069.47,7513.176,SH,0.3694,1.09,4.42,0.0,4.43,1.6,4.42,0.91
600180,瑞茂通,"CCS Supply Chain Management Co., Ltd.",2.55,0,1,0,False,6.66,6.93,6.66,6.84,6.67,0.17,4.05,40557.58,27671.599,SH,0.399,2.98,6.74,1.33,6.76,2.24,6.74,-2.98
600187,国中水务,"Heilongjiang Interchina Water Treatment Co.,Ltd",1.59,0,1,0,False,2.5,2.55,2.49,2.55,2.51,0.04,2.39,61890.66,15585.126,SH,0.4252,1.02,2.53,1.59,2.53,2.0,2.53,0.0
600189,吉林森工,"Jilin Forest Industry Co.,Ltd.",0.56,0,1,0,False,3.58,3.61,3.53,3.6,3.58,0.02,2.23,19535.61,6994.37,SH,0.4095,1.38,3.59,0.56,3.59,1.41,3.59,-0.55
600190,锦州港,"Jinzhou Port Co., Ltd.",1.02,0,1,1,False,2.96,2.98,2.92,2.97,2.94,0.03,2.04,20399.2,6025.646,SH,0.1146,1.7,2.95,1.71,2.94,1.37,2.94,-0.67
600191,华资实业,"Baotou Huazi Industry Co.,Ltd",1.03,0,1,0,False,4.84,4.9,4.79,4.9,4.85,0.05,2.27,17910.0,8704.427,SH,0.3693,0.82,4.88,-0.41,4.89,2.51,4.87,0.62
600197,伊力特,"Xinjiang Yilite Industry Co.,Ltd",1.07,0,1,2,False,15.0,15.15,14.77,15.15,14.99,0.16,2.54,28924.74,43303.578,SH,0.6559,0.77,15.11,-1.24,15.23,-0.98,15.34,-1.24
600200,江苏吴中,"Jiangsu Wuzhong Industrial Co.,Ltd",0.2,0,1,0,False,4.88,4.91,4.84,4.89,4.88,0.01,1.43,30221.72,14731.339,SH,0.4252,0.76,4.92,-1.81,4.95,-1.81,4.92,1.45
600207,安彩高科,"Henan Ancai Hi-Tech Co.,Ltd",0.45,0,1,2,False,4.43,4.46,4.42,4.44,4.42,0.02,0.9,20660.1,9170.593,SH,0.2394,0.9,4.44,-0.67,4.46,-0.45,4.44,-0.67
600210,紫江企业,"Shanghai Zijiang Enterprise Group Co.,Ltd",0.58,0,1,1,False,3.48,3.51,3.45,3.49,3.47,0.02,1.73,45762.3,15926.075,SH,0.3017,0.94,3.48,-0.29,3.5,0.58,3.5,-0.85
600212,江泉实业,"Shandong Jiangquan Industry Co.,Ltd",10.05,1,1,1,False,4.08,4.38,4.07,4.38,3.98,0.4,7.79,128629.95,55627.743,SH,2.5138,1.29,4.12,8.96,4.06,11.73,4.07,1.62
600218,全柴动力,"Anhui Quanchai Engine Co.,Ltd",0.8,0,1,1,False,10.05,10.2,10.01,10.1,10.02,0.08,1.9,70965.11,71639.938,SH,1.9245,0.64,10.12,-1.27,10.24,3.17,10.04,0.2
600225,天津松江,"Tianjin Songjiang Co.,Ltd.",0.69,0,1,0,False,2.9,2.95,2.88,2.93,2.91,0.02,2.41,34510.01,10067.447,SH,0.3699,0.94,2.92,1.03,2.91,3.17,2.9,1.03
600229,城市传媒,"Qingdao Citymedia Co,. Ltd.",0.6,0,1,0,False,6.67,6.74,6.6,6.71,6.67,0.04,2.1,20213.62,13519.857,SH,0.2879,1.23,6.71,-0.15,6.72,1.51,6.69,0.45
600233,圆通速递,"YTO Express Group Co.,Ltd.",4.14,0,1,2,False,11.85,12.37,11.85,12.33,11.84,0.49,4.39,70607.28,85696.177,SH,0.249,1.24,12.07,0.49,12.23,-0.88,12.32,-0.4
600239,云南城投,"Yunnan Metropolitan RealEstate Development Co.,Ltd",1.06,0,1,0,False,2.81,2.87,2.8,2.86,2.83,0.03,2.47,57981.57,16432.206,SH,0.3611,0.84,2.84,-0.35,2.84,2.51,2.83,1.06
600241,时代万恒,"Liaoning Shidai Wanheng Co.,Ltd.",0.42,0,1,1,False,4.8,4.8,4.72,4.8,4.78,0.02,1.67,10524.0,5003.588,SH,0.4183,0.73,4.79,1.05,4.78,2.13,4.75,0.84
600248,延长化建,"Shaanxi Yanchang Petroleum Chemical Engineering Co.,Ltd.",0.74,0,1,0,False,4.03,4.06,4.0,4.06,4.03,0.03,1.49,19648.4,7933.588,SH,0.3234,1.4,4.04,1.0,4.04,1.25,4.04,0.5
600249,两面针,"Liuzhou Liangmianzhen Co.,Ltd.",1.48,0,1,1,False,4.06,4.14,4.05,4.11,4.05,0.06,2.22,41749.0,17060.481,SH,0.7591,0.4,4.09,0.24,4.11,-1.91,4.12,9.31
600251,冠农股份,"Xinjiang Guannong Fruit & Antler Co.,Ltd.",0.19,0,1,0,False,5.19,5.2,5.13,5.2,5.19,0.01,1.35,22038.63,11380.768,SH,0.2808,0.83,5.2,-0.95,5.21,0.97,5.17,0.78
600252,中恒集团,"Guangxi Wuzhou Zhongheng Group Co.,Ltd",1.72,0,1,1,False,2.92,2.95,2.9,2.95,2.9,0.05,1.72,166156.83,48725.685,SH,0.4781,1.74,2.93,2.08,2.92,1.72,2.91,1.03
600255,梦舟股份,"Kingswood Enterprise Co.,Ltd",1.3,0,1,0,False,1.53,1.57,1.53,1.56,1.54,0.02,2.6,250488.52,38915.894,SH,1.4155,1.15,1.55,1.96,1.54,5.41,1.55,-4.88
600257,大湖股份,"Dahu Aquaculture Co.,Ltd.",0.73,0,1,0,False,4.1,4.13,4.06,4.13,4.1,0.03,1.71,17628.28,7218.978,SH,0.3663,0.97,4.11,0.49,4.12,0.73,4.13,-1.43
600259,广晟有色,"Rising Nonferrous Metals Share Co., Ltd.",0.14,0,1,0,False,29.1,29.67,28.8,29.28,29.24,0.04,2.98,30313.76,88775.427,SH,1.0044,0.71,29.38,-3.94,29.57,0.76,29.39,-0.51
600260,凯乐科技,"Kaile Science and Technology Co.,Ltd.Hubei",0.75,0,1,0,False,12.03,12.13,11.75,12.13,12.04,0.09,3.16,182561.74,218089.938,SH,1.9237,1.2,12.14,-2.18,12.28,-1.22,12.3,-1.54
